record_id,log_date,equipment_id,technician_id,customer_id,erp_order_id,maintenance_type,maintenance_status,log_description,summarized_log,failure_rate,maintenance_cost,downtime_hours,summarization_time_saved
MTN-00585,2025-09-21,EQ-0135,TECH-025,ECUST-0285,ERP-00585,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0135 on 2025-09-21.,AI summary: Reliability-Centered Maintenance on EQ-0135.,0.863,7122.12,21,3
MTN-00586,2025-03-08,EQ-0136,TECH-026,ECUST-0286,ERP-00586,Preventive Maintenance,In Progress,Technician note for EQ-0136 on 2025-03-08.,AI summary: Preventive Maintenance on EQ-0136.,0.3418,2991.67,75,3
MTN-00587,2024-10-20,EQ-0137,TECH-027,ECUST-0287,ERP-00587,Predictive Maintenance,Delayed,Technician note for EQ-0137 on 2024-10-20.,AI summary: Predictive Maintenance on EQ-0137.,0.7436,1861.56,147,5
MTN-00588,2025-02-08,EQ-0138,TECH-028,ECUST-0288,ERP-00588,Corrective Maintenance,Scheduled,Technician note for EQ-0138 on 2025-02-08.,AI summary: Corrective Maintenance on EQ-0138.,0.9537,14859.11,46,4
MTN-00589,2025-09-05,EQ-0139,TECH-029,ECUST-0289,ERP-00589,Condition-Based Maintenance,Cancelled,Technician note for EQ-0139 on 2025-09-05.,AI summary: Condition-Based Maintenance on EQ-0139.,0.7305,12185.71,19,8
MTN-00590,2025-04-13,EQ-0140,TECH-030,ECUST-0290,ERP-00590,Reliability-Centered Maintenance,Completed,Technician note for EQ-0140 on 2025-04-13.,AI summary: Reliability-Centered Maintenance on EQ-0140.,0.5278,5038.47,135,7
MTN-00591,2024-10-11,EQ-0141,TECH-031,ECUST-0291,ERP-00591,Preventive Maintenance,In Progress,Technician note for EQ-0141 on 2024-10-11.,AI summary: Preventive Maintenance on EQ-0141.,0.2085,361.0,121,5
MTN-00592,2025-10-02,EQ-0142,TECH-032,ECUST-0292,ERP-00592,Predictive Maintenance,In Progress,Technician note for EQ-0142 on 2025-10-02.,AI summary: Predictive Maintenance on EQ-0142.,0.6734,1174.94,10,0
MTN-00593,2025-06-23,EQ-0143,TECH-033,ECUST-0293,ERP-00593,Corrective Maintenance,Cancelled,Technician note for EQ-0143 on 2025-06-23.,AI summary: Corrective Maintenance on EQ-0143.,0.1108,13728.92,4,3
MTN-00594,2026-03-03,EQ-0144,TECH-034,ECUST-0294,ERP-00594,Condition-Based Maintenance,Delayed,Technician note for EQ-0144 on 2026-03-03.,AI summary: Condition-Based Maintenance on EQ-0144.,0.2329,12696.82,184,0
MTN-00595,2024-12-12,EQ-0145,TECH-035,ECUST-0295,ERP-00595,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0145 on 2024-12-12.,AI summary: Reliability-Centered Maintenance on EQ-0145.,0.3282,13538.68,64,7
MTN-00596,2025-04-01,EQ-0146,TECH-036,ECUST-0296,ERP-00596,Preventive Maintenance,Completed,Technician note for EQ-0146 on 2025-04-01.,AI summary: Preventive Maintenance on EQ-0146.,0.2233,9594.27,14,7
MTN-00597,2025-12-01,EQ-0147,TECH-037,ECUST-0297,ERP-00597,Predictive Maintenance,Cancelled,Technician note for EQ-0147 on 2025-12-01.,AI summary: Predictive Maintenance on EQ-0147.,0.3449,2298.59,29,0
MTN-00598,2026-07-02,EQ-0148,TECH-038,ECUST-0298,ERP-00598,Corrective Maintenance,In Progress,Technician note for EQ-0148 on 2026-07-02.,AI summary: Corrective Maintenance on EQ-0148.,0.2227,10487.07,66,2
MTN-00599,2026-01-14,EQ-0149,TECH-039,ECUST-0299,ERP-00599,Condition-Based Maintenance,Scheduled,Technician note for EQ-0149 on 2026-01-14.,AI summary: Condition-Based Maintenance on EQ-0149.,0.3686,1598.16,6,5
MTN-00600,2025-02-03,EQ-0150,TECH-040,ECUST-0300,ERP-00600,Reliability-Centered Maintenance,Completed,Technician note for EQ-0150 on 2025-02-03.,AI summary: Reliability-Centered Maintenance on EQ-0150.,0.8681,5972.98,98,6
MTN-00601,2024-08-27,EQ-0001,TECH-001,ECUST-0001,ERP-00601,Preventive Maintenance,Cancelled,Technician note for EQ-0001 on 2024-08-27.,AI summary: Preventive Maintenance on EQ-0001.,0.3113,11071.29,113,6
MTN-00602,2026-01-09,EQ-0002,TECH-002,ECUST-0002,ERP-00602,Predictive Maintenance,In Progress,Technician note for EQ-0002 on 2026-01-09.,AI summary: Predictive Maintenance on EQ-0002.,0.4004,2293.42,115,4
MTN-00603,2025-12-18,EQ-0003,TECH-003,ECUST-0003,ERP-00603,Corrective Maintenance,In Progress,Technician note for EQ-0003 on 2025-12-18.,AI summary: Corrective Maintenance on EQ-0003.,0.1172,9114.66,79,6
MTN-00604,2024-07-02,EQ-0004,TECH-004,ECUST-0004,ERP-00604,Condition-Based Maintenance,Completed,Technician note for EQ-0004 on 2024-07-02.,AI summary: Condition-Based Maintenance on EQ-0004.,0.6098,13096.12,144,0
MTN-00605,2025-03-13,EQ-0005,TECH-005,ECUST-0005,ERP-00605,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0005 on 2025-03-13.,AI summary: Reliability-Centered Maintenance on EQ-0005.,0.4356,7241.74,184,5
MTN-00606,2026-06-18,EQ-0006,TECH-006,ECUST-0006,ERP-00606,Preventive Maintenance,In Progress,Technician note for EQ-0006 on 2026-06-18.,AI summary: Preventive Maintenance on EQ-0006.,0.7036,8609.39,59,3
MTN-00607,2026-02-18,EQ-0007,TECH-007,ECUST-0007,ERP-00607,Predictive Maintenance,Scheduled,Technician note for EQ-0007 on 2026-02-18.,AI summary: Predictive Maintenance on EQ-0007.,0.4333,7599.08,179,0
MTN-00608,2025-04-11,EQ-0008,TECH-008,ECUST-0008,ERP-00608,Corrective Maintenance,In Progress,Technician note for EQ-0008 on 2025-04-11.,AI summary: Corrective Maintenance on EQ-0008.,0.0117,9803.9,11,6
MTN-00609,2026-05-11,EQ-0009,TECH-009,ECUST-0009,ERP-00609,Condition-Based Maintenance,Cancelled,Technician note for EQ-0009 on 2026-05-11.,AI summary: Condition-Based Maintenance on EQ-0009.,0.2228,6568.83,125,1
MTN-00610,2026-04-04,EQ-0010,TECH-010,ECUST-0010,ERP-00610,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0010 on 2026-04-04.,AI summary: Reliability-Centered Maintenance on EQ-0010.,0.8648,6621.67,141,1
MTN-00611,2025-02-02,EQ-0011,TECH-011,ECUST-0011,ERP-00611,Preventive Maintenance,Delayed,Technician note for EQ-0011 on 2025-02-02.,AI summary: Preventive Maintenance on EQ-0011.,0.6517,3484.1,110,0
MTN-00612,2025-07-07,EQ-0012,TECH-012,ECUST-0012,ERP-00612,Predictive Maintenance,Scheduled,Technician note for EQ-0012 on 2025-07-07.,AI summary: Predictive Maintenance on EQ-0012.,0.8742,4230.33,54,5
MTN-00613,2025-07-29,EQ-0013,TECH-013,ECUST-0013,ERP-00613,Corrective Maintenance,Cancelled,Technician note for EQ-0013 on 2025-07-29.,AI summary: Corrective Maintenance on EQ-0013.,0.9312,11475.25,59,3
MTN-00614,2026-05-12,EQ-0014,TECH-014,ECUST-0014,ERP-00614,Condition-Based Maintenance,Scheduled,Technician note for EQ-0014 on 2026-05-12.,AI summary: Condition-Based Maintenance on EQ-0014.,0.4079,6241.51,165,5
MTN-00615,2025-01-05,EQ-0015,TECH-015,ECUST-0015,ERP-00615,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0015 on 2025-01-05.,AI summary: Reliability-Centered Maintenance on EQ-0015.,0.5715,11064.65,27,1
MTN-00616,2025-02-21,EQ-0016,TECH-016,ECUST-0016,ERP-00616,Preventive Maintenance,Completed,Technician note for EQ-0016 on 2025-02-21.,AI summary: Preventive Maintenance on EQ-0016.,0.0213,13689.11,8,2
MTN-00617,2024-08-10,EQ-0017,TECH-017,ECUST-0017,ERP-00617,Predictive Maintenance,Cancelled,Technician note for EQ-0017 on 2024-08-10.,AI summary: Predictive Maintenance on EQ-0017.,0.375,1821.56,166,4
MTN-00618,2025-06-29,EQ-0018,TECH-018,ECUST-0018,ERP-00618,Corrective Maintenance,Delayed,Technician note for EQ-0018 on 2025-06-29.,AI summary: Corrective Maintenance on EQ-0018.,0.2962,5819.98,23,5
MTN-00619,2025-07-25,EQ-0019,TECH-019,ECUST-0019,ERP-00619,Condition-Based Maintenance,Delayed,Technician note for EQ-0019 on 2025-07-25.,AI summary: Condition-Based Maintenance on EQ-0019.,0.0363,12685.65,114,4
MTN-00620,2026-04-23,EQ-0020,TECH-020,ECUST-0020,ERP-00620,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0020 on 2026-04-23.,AI summary: Reliability-Centered Maintenance on EQ-0020.,0.6825,165.35,115,8
MTN-00621,2025-08-24,EQ-0021,TECH-021,ECUST-0021,ERP-00621,Preventive Maintenance,Cancelled,Technician note for EQ-0021 on 2025-08-24.,AI summary: Preventive Maintenance on EQ-0021.,0.1346,2317.18,119,0
MTN-00622,2024-09-25,EQ-0022,TECH-022,ECUST-0022,ERP-00622,Predictive Maintenance,Completed,Technician note for EQ-0022 on 2024-09-25.,AI summary: Predictive Maintenance on EQ-0022.,0.8425,14088.78,90,5
MTN-00623,2026-05-01,EQ-0023,TECH-023,ECUST-0023,ERP-00623,Corrective Maintenance,In Progress,Technician note for EQ-0023 on 2026-05-01.,AI summary: Corrective Maintenance on EQ-0023.,0.6905,12948.38,6,3
MTN-00624,2025-09-21,EQ-0024,TECH-024,ECUST-0024,ERP-00624,Condition-Based Maintenance,Delayed,Technician note for EQ-0024 on 2025-09-21.,AI summary: Condition-Based Maintenance on EQ-0024.,0.5468,9929.0,158,2
MTN-00625,2026-06-22,EQ-0025,TECH-025,ECUST-0025,ERP-00625,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0025 on 2026-06-22.,AI summary: Reliability-Centered Maintenance on EQ-0025.,0.3957,14898.95,176,3
MTN-00626,2025-01-22,EQ-0026,TECH-026,ECUST-0026,ERP-00626,Preventive Maintenance,Scheduled,Technician note for EQ-0026 on 2025-01-22.,AI summary: Preventive Maintenance on EQ-0026.,0.6403,4689.0,128,0
MTN-00627,2025-08-28,EQ-0027,TECH-027,ECUST-0027,ERP-00627,Predictive Maintenance,Completed,Technician note for EQ-0027 on 2025-08-28.,AI summary: Predictive Maintenance on EQ-0027.,0.8273,2580.98,13,4
MTN-00628,2025-05-22,EQ-0028,TECH-028,ECUST-0028,ERP-00628,Corrective Maintenance,In Progress,Technician note for EQ-0028 on 2025-05-22.,AI summary: Corrective Maintenance on EQ-0028.,0.3951,7581.0,23,8
MTN-00629,2025-01-07,EQ-0029,TECH-029,ECUST-0029,ERP-00629,Condition-Based Maintenance,Cancelled,Technician note for EQ-0029 on 2025-01-07.,AI summary: Condition-Based Maintenance on EQ-0029.,0.2752,12291.99,153,7
MTN-00630,2026-07-10,EQ-0030,TECH-030,ECUST-0030,ERP-00630,Reliability-Centered Maintenance,Completed,Technician note for EQ-0030 on 2026-07-10.,AI summary: Reliability-Centered Maintenance on EQ-0030.,0.1213,13381.23,60,4
MTN-00631,2025-03-16,EQ-0031,TECH-031,ECUST-0031,ERP-00631,Preventive Maintenance,Delayed,Technician note for EQ-0031 on 2025-03-16.,AI summary: Preventive Maintenance on EQ-0031.,0.805,13639.52,111,7
MTN-00632,2025-08-21,EQ-0032,TECH-032,ECUST-0032,ERP-00632,Predictive Maintenance,Scheduled,Technician note for EQ-0032 on 2025-08-21.,AI summary: Predictive Maintenance on EQ-0032.,0.7135,6553.02,151,5
MTN-00633,2026-07-09,EQ-0033,TECH-033,ECUST-0033,ERP-00633,Corrective Maintenance,Cancelled,Technician note for EQ-0033 on 2026-07-09.,AI summary: Corrective Maintenance on EQ-0033.,0.2941,14850.28,124,4
MTN-00634,2026-02-12,EQ-0034,TECH-034,ECUST-0034,ERP-00634,Condition-Based Maintenance,Completed,Technician note for EQ-0034 on 2026-02-12.,AI summary: Condition-Based Maintenance on EQ-0034.,0.4265,13493.79,200,6
MTN-00635,2026-04-15,EQ-0035,TECH-035,ECUST-0035,ERP-00635,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0035 on 2026-04-15.,AI summary: Reliability-Centered Maintenance on EQ-0035.,0.1991,13898.58,196,4
MTN-00636,2025-09-07,EQ-0036,TECH-036,ECUST-0036,ERP-00636,Preventive Maintenance,In Progress,Technician note for EQ-0036 on 2025-09-07.,AI summary: Preventive Maintenance on EQ-0036.,0.6359,8675.02,22,0
MTN-00637,2025-07-20,EQ-0037,TECH-037,ECUST-0037,ERP-00637,Predictive Maintenance,Cancelled,Technician note for EQ-0037 on 2025-07-20.,AI summary: Predictive Maintenance on EQ-0037.,0.7163,7783.49,182,5
MTN-00638,2026-03-21,EQ-0038,TECH-038,ECUST-0038,ERP-00638,Corrective Maintenance,Delayed,Technician note for EQ-0038 on 2026-03-21.,AI summary: Corrective Maintenance on EQ-0038.,0.8648,8486.2,76,2
MTN-00639,2024-12-21,EQ-0039,TECH-039,ECUST-0039,ERP-00639,Condition-Based Maintenance,Delayed,Technician note for EQ-0039 on 2024-12-21.,AI summary: Condition-Based Maintenance on EQ-0039.,0.0204,9754.14,89,7
MTN-00640,2025-07-22,EQ-0040,TECH-040,ECUST-0040,ERP-00640,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0040 on 2025-07-22.,AI summary: Reliability-Centered Maintenance on EQ-0040.,0.6821,11532.42,104,6
MTN-00641,2024-10-03,EQ-0041,TECH-001,ECUST-0041,ERP-00641,Preventive Maintenance,Cancelled,Technician note for EQ-0041 on 2024-10-03.,AI summary: Preventive Maintenance on EQ-0041.,0.9864,9944.94,59,2
MTN-00642,2025-06-10,EQ-0042,TECH-002,ECUST-0042,ERP-00642,Predictive Maintenance,In Progress,Technician note for EQ-0042 on 2025-06-10.,AI summary: Predictive Maintenance on EQ-0042.,0.785,4213.02,62,0
MTN-00643,2025-04-24,EQ-0043,TECH-003,ECUST-0043,ERP-00643,Corrective Maintenance,Completed,Technician note for EQ-0043 on 2025-04-24.,AI summary: Corrective Maintenance on EQ-0043.,0.212,12137.56,102,7
MTN-00644,2025-03-03,EQ-0044,TECH-004,ECUST-0044,ERP-00644,Condition-Based Maintenance,Scheduled,Technician note for EQ-0044 on 2025-03-03.,AI summary: Condition-Based Maintenance on EQ-0044.,0.4827,1339.7,7,4
MTN-00645,2025-05-07,EQ-0045,TECH-005,ECUST-0045,ERP-00645,Reliability-Centered Maintenance,Cancelled,Technician note for EQ-0045 on 2025-05-07.,AI summary: Reliability-Centered Maintenance on EQ-0045.,0.8556,11635.34,193,1
MTN-00646,2024-09-06,EQ-0046,TECH-006,ECUST-0046,ERP-00646,Preventive Maintenance,Completed,Technician note for EQ-0046 on 2024-09-06.,AI summary: Preventive Maintenance on EQ-0046.,0.1402,11772.49,12,5
MTN-00647,2025-09-21,EQ-0047,TECH-007,ECUST-0047,ERP-00647,Predictive Maintenance,Completed,Technician note for EQ-0047 on 2025-09-21.,AI summary: Predictive Maintenance on EQ-0047.,0.0741,14731.33,87,4
MTN-00648,2025-02-13,EQ-0048,TECH-008,ECUST-0048,ERP-00648,Corrective Maintenance,Delayed,Technician note for EQ-0048 on 2025-02-13.,AI summary: Corrective Maintenance on EQ-0048.,0.8227,6220.93,98,4
MTN-00649,2025-09-09,EQ-0049,TECH-009,ECUST-0049,ERP-00649,Condition-Based Maintenance,Cancelled,Technician note for EQ-0049 on 2025-09-09.,AI summary: Condition-Based Maintenance on EQ-0049.,0.2745,8016.17,138,1
MTN-00650,2024-11-23,EQ-0050,TECH-010,ECUST-0050,ERP-00650,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0050 on 2024-11-23.,AI summary: Reliability-Centered Maintenance on EQ-0050.,0.5293,11138.05,48,0
MTN-00651,2024-11-05,EQ-0051,TECH-011,ECUST-0051,ERP-00651,Preventive Maintenance,Delayed,Technician note for EQ-0051 on 2024-11-05.,AI summary: Preventive Maintenance on EQ-0051.,0.8809,4286.42,5,8
MTN-00652,2024-08-06,EQ-0052,TECH-012,ECUST-0052,ERP-00652,Predictive Maintenance,Scheduled,Technician note for EQ-0052 on 2024-08-06.,AI summary: Predictive Maintenance on EQ-0052.,0.8495,7231.62,56,2
MTN-00653,2026-03-02,EQ-0053,TECH-013,ECUST-0053,ERP-00653,Corrective Maintenance,Cancelled,Technician note for EQ-0053 on 2026-03-02.,AI summary: Corrective Maintenance on EQ-0053.,0.8869,10785.49,187,6
MTN-00654,2024-09-23,EQ-0054,TECH-014,ECUST-0054,ERP-00654,Condition-Based Maintenance,Scheduled,Technician note for EQ-0054 on 2024-09-23.,AI summary: Condition-Based Maintenance on EQ-0054.,0.2608,12880.97,73,0
MTN-00655,2025-12-20,EQ-0055,TECH-015,ECUST-0055,ERP-00655,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0055 on 2025-12-20.,AI summary: Reliability-Centered Maintenance on EQ-0055.,0.1774,13962.16,123,4
MTN-00656,2025-10-29,EQ-0056,TECH-016,ECUST-0056,ERP-00656,Preventive Maintenance,Delayed,Technician note for EQ-0056 on 2025-10-29.,AI summary: Preventive Maintenance on EQ-0056.,0.6951,9072.42,173,1
MTN-00657,2024-12-26,EQ-0057,TECH-017,ECUST-0057,ERP-00657,Predictive Maintenance,Cancelled,Technician note for EQ-0057 on 2024-12-26.,AI summary: Predictive Maintenance on EQ-0057.,0.6727,9846.58,137,1
MTN-00658,2025-12-07,EQ-0058,TECH-018,ECUST-0058,ERP-00658,Corrective Maintenance,In Progress,Technician note for EQ-0058 on 2025-12-07.,AI summary: Corrective Maintenance on EQ-0058.,0.0288,1943.24,107,0
MTN-00659,2024-09-13,EQ-0059,TECH-019,ECUST-0059,ERP-00659,Condition-Based Maintenance,Delayed,Technician note for EQ-0059 on 2024-09-13.,AI summary: Condition-Based Maintenance on EQ-0059.,0.0584,4986.34,76,5
MTN-00660,2025-10-04,EQ-0060,TECH-020,ECUST-0060,ERP-00660,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0060 on 2025-10-04.,AI summary: Reliability-Centered Maintenance on EQ-0060.,0.462,739.52,195,3
MTN-00661,2025-12-07,EQ-0061,TECH-021,ECUST-0061,ERP-00661,Preventive Maintenance,Completed,Technician note for EQ-0061 on 2025-12-07.,AI summary: Preventive Maintenance on EQ-0061.,0.2345,6317.7,76,6
MTN-00662,2025-11-04,EQ-0062,TECH-022,ECUST-0062,ERP-00662,Predictive Maintenance,Completed,Technician note for EQ-0062 on 2025-11-04.,AI summary: Predictive Maintenance on EQ-0062.,0.7817,10784.44,71,1
MTN-00663,2024-12-22,EQ-0063,TECH-023,ECUST-0063,ERP-00663,Corrective Maintenance,In Progress,Technician note for EQ-0063 on 2024-12-22.,AI summary: Corrective Maintenance on EQ-0063.,0.9811,1203.57,109,5
MTN-00664,2024-11-22,EQ-0064,TECH-024,ECUST-0064,ERP-00664,Condition-Based Maintenance,Scheduled,Technician note for EQ-0064 on 2024-11-22.,AI summary: Condition-Based Maintenance on EQ-0064.,0.2283,6929.0,175,4
MTN-00665,2026-05-20,EQ-0065,TECH-025,ECUST-0065,ERP-00665,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0065 on 2026-05-20.,AI summary: Reliability-Centered Maintenance on EQ-0065.,0.066,157.08,157,4
MTN-00666,2025-03-22,EQ-0066,TECH-026,ECUST-0066,ERP-00666,Preventive Maintenance,Completed,Technician note for EQ-0066 on 2025-03-22.,AI summary: Preventive Maintenance on EQ-0066.,0.6037,9848.46,67,1
MTN-00667,2024-07-14,EQ-0067,TECH-027,ECUST-0067,ERP-00667,Predictive Maintenance,Completed,Technician note for EQ-0067 on 2024-07-14.,AI summary: Predictive Maintenance on EQ-0067.,0.4226,7894.58,58,0
MTN-00668,2025-07-15,EQ-0068,TECH-028,ECUST-0068,ERP-00668,Corrective Maintenance,Scheduled,Technician note for EQ-0068 on 2025-07-15.,AI summary: Corrective Maintenance on EQ-0068.,0.5356,7620.32,160,4
MTN-00669,2024-10-22,EQ-0069,TECH-029,ECUST-0069,ERP-00669,Condition-Based Maintenance,Scheduled,Technician note for EQ-0069 on 2024-10-22.,AI summary: Condition-Based Maintenance on EQ-0069.,0.0862,5511.53,149,4
MTN-00670,2025-08-30,EQ-0070,TECH-030,ECUST-0070,ERP-00670,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0070 on 2025-08-30.,AI summary: Reliability-Centered Maintenance on EQ-0070.,0.5464,8878.16,9,4
MTN-00671,2025-01-18,EQ-0071,TECH-031,ECUST-0071,ERP-00671,Preventive Maintenance,Delayed,Technician note for EQ-0071 on 2025-01-18.,AI summary: Preventive Maintenance on EQ-0071.,0.1861,14555.24,5,5
MTN-00672,2024-10-03,EQ-0072,TECH-032,ECUST-0072,ERP-00672,Predictive Maintenance,Scheduled,Technician note for EQ-0072 on 2024-10-03.,AI summary: Predictive Maintenance on EQ-0072.,0.6423,2489.18,76,4
MTN-00673,2024-11-09,EQ-0073,TECH-033,ECUST-0073,ERP-00673,Corrective Maintenance,Delayed,Technician note for EQ-0073 on 2024-11-09.,AI summary: Corrective Maintenance on EQ-0073.,0.2705,3342.43,169,5
MTN-00674,2024-11-09,EQ-0074,TECH-034,ECUST-0074,ERP-00674,Condition-Based Maintenance,Completed,Technician note for EQ-0074 on 2024-11-09.,AI summary: Condition-Based Maintenance on EQ-0074.,0.7332,11106.64,29,4
MTN-00675,2025-07-08,EQ-0075,TECH-035,ECUST-0075,ERP-00675,Reliability-Centered Maintenance,Scheduled,Technician note for EQ-0075 on 2025-07-08.,AI summary: Reliability-Centered Maintenance on EQ-0075.,0.2146,10030.95,3,6
MTN-00676,2024-09-10,EQ-0076,TECH-036,ECUST-0076,ERP-00676,Preventive Maintenance,In Progress,Technician note for EQ-0076 on 2024-09-10.,AI summary: Preventive Maintenance on EQ-0076.,0.8658,8731.6,140,8
MTN-00677,2025-06-08,EQ-0077,TECH-037,ECUST-0077,ERP-00677,Predictive Maintenance,Delayed,Technician note for EQ-0077 on 2025-06-08.,AI summary: Predictive Maintenance on EQ-0077.,0.3509,5803.4,88,8
MTN-00678,2024-10-27,EQ-0078,TECH-038,ECUST-0078,ERP-00678,Corrective Maintenance,Delayed,Technician note for EQ-0078 on 2024-10-27.,AI summary: Corrective Maintenance on EQ-0078.,0.9106,214.46,30,4
MTN-00679,2025-05-30,EQ-0079,TECH-039,ECUST-0079,ERP-00679,Condition-Based Maintenance,Completed,Technician note for EQ-0079 on 2025-05-30.,AI summary: Condition-Based Maintenance on EQ-0079.,0.117,8518.25,35,3
MTN-00680,2026-05-25,EQ-0080,TECH-040,ECUST-0080,ERP-00680,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0080 on 2026-05-25.,AI summary: Reliability-Centered Maintenance on EQ-0080.,0.9691,1630.96,158,7
MTN-00681,2026-02-10,EQ-0081,TECH-001,ECUST-0081,ERP-00681,Preventive Maintenance,Scheduled,Technician note for EQ-0081 on 2026-02-10.,AI summary: Preventive Maintenance on EQ-0081.,0.5651,12436.49,167,6
MTN-00682,2026-06-22,EQ-0082,TECH-002,ECUST-0082,ERP-00682,Predictive Maintenance,Delayed,Technician note for EQ-0082 on 2026-06-22.,AI summary: Predictive Maintenance on EQ-0082.,0.7098,8463.07,25,3
MTN-00683,2026-05-13,EQ-0083,TECH-003,ECUST-0083,ERP-00683,Corrective Maintenance,Completed,Technician note for EQ-0083 on 2026-05-13.,AI summary: Corrective Maintenance on EQ-0083.,0.1431,12953.62,185,8
MTN-00684,2025-08-19,EQ-0084,TECH-004,ECUST-0084,ERP-00684,Condition-Based Maintenance,Scheduled,Technician note for EQ-0084 on 2025-08-19.,AI summary: Condition-Based Maintenance on EQ-0084.,0.2312,2784.68,144,5
MTN-00685,2024-11-02,EQ-0085,TECH-005,ECUST-0085,ERP-00685,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0085 on 2024-11-02.,AI summary: Reliability-Centered Maintenance on EQ-0085.,0.7702,9757.7,64,5
MTN-00686,2025-09-02,EQ-0086,TECH-006,ECUST-0086,ERP-00686,Preventive Maintenance,In Progress,Technician note for EQ-0086 on 2025-09-02.,AI summary: Preventive Maintenance on EQ-0086.,0.0275,6970.88,109,2
MTN-00687,2025-04-30,EQ-0087,TECH-007,ECUST-0087,ERP-00687,Predictive Maintenance,Scheduled,Technician note for EQ-0087 on 2025-04-30.,AI summary: Predictive Maintenance on EQ-0087.,0.0891,7459.56,117,5
MTN-00688,2026-07-09,EQ-0088,TECH-008,ECUST-0088,ERP-00688,Corrective Maintenance,Scheduled,Technician note for EQ-0088 on 2026-07-09.,AI summary: Corrective Maintenance on EQ-0088.,0.9632,14927.02,170,3
MTN-00689,2024-09-26,EQ-0089,TECH-009,ECUST-0089,ERP-00689,Condition-Based Maintenance,Delayed,Technician note for EQ-0089 on 2024-09-26.,AI summary: Condition-Based Maintenance on EQ-0089.,0.5369,13699.34,129,8
MTN-00690,2024-09-10,EQ-0090,TECH-010,ECUST-0090,ERP-00690,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0090 on 2024-09-10.,AI summary: Reliability-Centered Maintenance on EQ-0090.,0.5285,6548.89,59,0
MTN-00691,2024-08-22,EQ-0091,TECH-011,ECUST-0091,ERP-00691,Preventive Maintenance,Delayed,Technician note for EQ-0091 on 2024-08-22.,AI summary: Preventive Maintenance on EQ-0091.,0.2111,10810.11,174,3
MTN-00692,2025-03-29,EQ-0092,TECH-012,ECUST-0092,ERP-00692,Predictive Maintenance,In Progress,Technician note for EQ-0092 on 2025-03-29.,AI summary: Predictive Maintenance on EQ-0092.,0.3495,8441.39,51,6
MTN-00693,2025-11-01,EQ-0093,TECH-013,ECUST-0093,ERP-00693,Corrective Maintenance,Scheduled,Technician note for EQ-0093 on 2025-11-01.,AI summary: Corrective Maintenance on EQ-0093.,0.1737,2847.61,73,1
MTN-00694,2024-07-07,EQ-0094,TECH-014,ECUST-0094,ERP-00694,Condition-Based Maintenance,Completed,Technician note for EQ-0094 on 2024-07-07.,AI summary: Condition-Based Maintenance on EQ-0094.,0.0166,2835.54,34,6
MTN-00695,2025-06-23,EQ-0095,TECH-015,ECUST-0095,ERP-00695,Reliability-Centered Maintenance,In Progress,Technician note for EQ-0095 on 2025-06-23.,AI summary: Reliability-Centered Maintenance on EQ-0095.,0.69,13616.44,197,7
MTN-00696,2026-01-18,EQ-0096,TECH-016,ECUST-0096,ERP-00696,Preventive Maintenance,Completed,Technician note for EQ-0096 on 2026-01-18.,AI summary: Preventive Maintenance on EQ-0096.,0.4691,1646.15,28,0
MTN-00697,2024-11-07,EQ-0097,TECH-017,ECUST-0097,ERP-00697,Predictive Maintenance,Delayed,Technician note for EQ-0097 on 2024-11-07.,AI summary: Predictive Maintenance on EQ-0097.,0.0141,10662.21,145,3
MTN-00698,2026-06-22,EQ-0098,TECH-018,ECUST-0098,ERP-00698,Corrective Maintenance,Scheduled,Technician note for EQ-0098 on 2026-06-22.,AI summary: Corrective Maintenance on EQ-0098.,0.7717,6905.63,20,2
MTN-00699,2025-12-08,EQ-0099,TECH-019,ECUST-0099,ERP-00699,Condition-Based Maintenance,Completed,Technician note for EQ-0099 on 2025-12-08.,AI summary: Condition-Based Maintenance on EQ-0099.,0.762,513.95,38,0
MTN-00700,2025-09-25,EQ-0100,TECH-020,ECUST-0100,ERP-00700,Reliability-Centered Maintenance,Delayed,Technician note for EQ-0100 on 2025-09-25.,AI summary: Reliability-Centered Maintenance on EQ-0100.,0.9715,2251.93,86,3
MTN-00701,2026-06-28,EQ-0101,TECH-021,ECUST-0101,ERP-00701,Preventive Maintenance,Scheduled,Technician note for EQ-0101 on 2026-06-28.,AI summary: Preventive Maintenance on EQ-0101.,0.9878,5128.32,191,1
