id,job,marital,education,age,balance,housing,loan,c_default,contact,month,day,duration,campaign,previous,poutcome,pdays,y
921,services,married,primary,84,10023.78,yes,no,yes,cellular,jan,1,1192,18,7,unknown,180,no
922,unknown,divorced,tertiary,34,48221.91,yes,no,yes,telephone,sep,27,1002,16,5,success,169,no
923,technician,married,secondary,69,26618.57,yes,yes,yes,telephone,jun,10,1526,19,0,other,-1,no
924,retired,divorced,unknown,57,37959.26,yes,no,yes,telephone,nov,2,1825,16,3,unknown,276,yes
925,technician,married,unknown,24,15627.3,yes,yes,no,unknown,may,19,1256,7,8,failure,363,no
926,retired,married,unknown,67,22153.04,no,yes,yes,cellular,oct,21,362,1,7,success,373,no
927,blue-collar,single,primary,78,34041.05,no,no,yes,telephone,apr,24,1140,10,10,success,137,no
928,admin.,married,primary,64,22421.47,yes,no,yes,unknown,feb,17,790,20,0,other,-1,no
929,self-employed,divorced,primary,54,4821.55,no,no,no,telephone,aug,10,1275,6,1,failure,239,yes
930,services,divorced,primary,20,32367.59,no,no,no,unknown,nov,6,547,7,9,failure,15,no
931,retired,single,primary,34,26284.03,yes,yes,no,unknown,mar,6,1411,14,8,other,102,no
932,blue-collar,divorced,tertiary,51,14959.22,no,no,no,cellular,jun,21,1005,19,2,success,145,yes
933,student,single,secondary,54,31462.79,no,yes,no,unknown,nov,14,33,12,5,other,110,no
934,management,single,secondary,75,30586.56,no,yes,no,unknown,jul,18,872,6,0,other,-1,no
935,services,married,unknown,94,973.79,yes,yes,no,telephone,apr,14,1368,1,8,unknown,321,no
936,technician,divorced,unknown,94,19728.85,no,yes,no,telephone,mar,4,282,19,2,other,332,no
937,self-employed,divorced,primary,24,11023.48,no,yes,no,telephone,mar,4,1539,4,8,success,250,no
938,unknown,divorced,unknown,30,14548.79,yes,yes,yes,unknown,jun,14,916,18,0,other,299,no
939,unknown,single,secondary,75,12063.18,yes,yes,yes,cellular,nov,12,1806,1,6,unknown,63,no
940,unemployed,married,unknown,78,27554.81,yes,no,yes,cellular,jul,24,1178,16,8,failure,141,no
941,entrepreneur,divorced,primary,93,92.4,no,no,yes,cellular,oct,14,580,20,7,other,-1,yes
942,technician,single,tertiary,83,37404.41,yes,yes,no,unknown,dec,5,693,14,2,other,-1,yes
943,entrepreneur,single,tertiary,86,1243.5,yes,no,no,cellular,feb,24,1487,6,10,unknown,240,no
944,entrepreneur,married,tertiary,61,37061.82,yes,no,no,cellular,apr,8,1196,12,4,unknown,305,no
945,blue-collar,divorced,primary,80,-588.36,yes,yes,no,telephone,aug,12,1027,2,2,unknown,285,no
946,housemaid,divorced,primary,43,33721.27,yes,no,yes,unknown,may,1,487,7,4,failure,330,no
947,retired,married,unknown,64,11601.13,no,yes,yes,unknown,oct,27,1569,17,2,unknown,72,no
948,entrepreneur,married,unknown,64,472.24,no,no,no,telephone,apr,15,104,10,7,success,382,no
949,housemaid,single,secondary,88,16429.15,no,no,yes,cellular,jan,11,787,16,3,other,74,no
950,self-employed,married,primary,28,16617.09,yes,yes,yes,telephone,nov,9,917,11,9,failure,-1,yes
951,housemaid,married,primary,89,49726.42,yes,no,no,telephone,oct,1,151,1,1,other,117,no
952,unknown,single,unknown,77,33830.2,yes,no,no,cellular,aug,19,335,18,0,unknown,-1,no
953,admin.,single,primary,92,46715.63,no,no,no,unknown,feb,12,1191,1,3,success,152,yes
954,retired,single,unknown,95,49031.09,yes,yes,yes,unknown,mar,28,888,7,4,unknown,337,no
955,student,single,secondary,77,28640.78,no,no,yes,cellular,jul,18,702,17,8,other,-1,no
956,unknown,single,primary,56,40293.64,yes,no,yes,cellular,apr,23,1763,11,6,success,-1,no
957,housemaid,married,secondary,71,6356.08,yes,yes,yes,cellular,apr,22,815,10,0,other,41,no
958,unemployed,married,unknown,29,1592.98,yes,no,yes,unknown,jun,5,1130,19,2,failure,-1,yes
959,entrepreneur,divorced,tertiary,79,46846.09,no,no,no,cellular,dec,19,1759,9,10,success,3,no
960,admin.,single,unknown,20,11948.63,no,no,yes,telephone,jan,13,1241,5,3,failure,-1,no
961,unknown,divorced,tertiary,75,20070.25,no,no,no,telephone,nov,25,1214,5,9,success,263,no
962,unknown,single,tertiary,79,-1358.06,no,no,yes,cellular,sep,21,1393,7,8,success,-1,yes
963,management,married,primary,77,26428.18,yes,no,yes,cellular,may,14,961,8,5,unknown,168,yes
964,services,single,primary,76,27649.64,yes,no,yes,cellular,feb,2,573,5,7,other,275,no
965,unemployed,divorced,primary,56,1799.72,no,no,no,telephone,sep,26,986,16,0,other,-1,no
966,technician,divorced,secondary,47,41502.0,yes,yes,no,telephone,oct,27,1915,16,7,success,36,no
967,entrepreneur,married,primary,20,-1389.77,no,yes,no,cellular,sep,11,1754,9,4,failure,100,no
968,management,married,secondary,62,11610.8,yes,no,no,unknown,feb,20,633,20,2,unknown,-1,no
969,unknown,married,secondary,83,47922.83,no,yes,yes,telephone,jun,16,887,13,5,failure,196,no
970,unemployed,divorced,unknown,23,30818.47,yes,no,no,telephone,jul,20,1639,20,0,failure,-1,no
971,admin.,married,secondary,48,15656.81,no,no,yes,cellular,oct,18,158,20,4,other,278,no
972,entrepreneur,single,primary,61,43906.64,yes,yes,no,telephone,apr,16,294,8,4,unknown,237,no
973,unknown,married,unknown,38,7768.44,no,yes,no,cellular,nov,13,1992,20,6,failure,-1,no
974,technician,married,tertiary,52,39475.33,no,yes,no,unknown,feb,15,1008,5,7,failure,-1,no
975,housemaid,married,secondary,93,7027.11,no,yes,no,telephone,jul,28,603,17,10,success,-1,no
976,entrepreneur,married,tertiary,56,7070.25,yes,yes,yes,unknown,jul,3,1425,13,7,failure,152,no
977,admin.,married,unknown,85,49696.52,yes,yes,yes,cellular,nov,11,516,17,0,other,320,yes
978,unemployed,single,primary,58,36969.32,no,no,no,telephone,sep,2,1687,2,6,other,-1,yes
979,admin.,single,primary,56,37422.89,yes,yes,yes,cellular,mar,1,1020,5,6,other,-1,no
980,housemaid,divorced,unknown,39,11868.57,yes,yes,yes,cellular,mar,11,1856,10,7,success,-1,no
981,housemaid,married,secondary,50,47014.0,no,no,no,cellular,dec,24,1466,6,10,other,87,no
982,entrepreneur,single,primary,33,12810.7,no,yes,yes,unknown,may,16,734,17,3,success,129,no
983,unknown,single,primary,28,22999.07,yes,no,no,unknown,jan,18,16,14,0,failure,-1,yes
984,blue-collar,divorced,primary,71,10422.54,yes,yes,yes,telephone,aug,2,1252,19,0,unknown,205,no
985,unknown,married,unknown,26,48634.43,yes,no,yes,unknown,jul,26,1558,13,7,success,257,no
986,technician,married,primary,67,32962.88,no,no,no,telephone,sep,9,1417,4,9,unknown,-1,no
987,retired,divorced,primary,74,5419.92,yes,no,no,unknown,jan,18,1616,11,10,failure,-1,no
988,unemployed,single,secondary,67,16444.81,yes,yes,yes,cellular,aug,18,159,15,7,success,82,no
989,housemaid,married,secondary,20,34084.99,yes,no,yes,cellular,jan,16,533,11,1,other,-1,no
990,entrepreneur,divorced,unknown,92,47190.46,yes,yes,yes,cellular,jun,9,981,14,9,failure,-1,no
991,admin.,divorced,unknown,69,31544.6,no,no,yes,unknown,jul,6,208,20,5,unknown,-1,no
992,management,single,primary,28,41227.05,no,yes,yes,unknown,dec,25,384,15,1,success,-1,no
993,self-employed,single,unknown,44,47842.36,yes,no,no,cellular,jul,6,238,2,6,success,-1,no
994,admin.,single,tertiary,77,23370.92,no,no,yes,telephone,apr,23,1027,9,1,unknown,-1,no
995,admin.,single,secondary,41,36173.66,no,no,no,telephone,jan,13,1159,16,8,failure,-1,no
996,technician,single,unknown,83,36940.99,no,yes,yes,cellular,oct,4,1773,10,5,other,270,no
997,management,divorced,secondary,79,14713.29,yes,yes,yes,cellular,feb,19,712,16,2,unknown,80,no
998,student,single,secondary,27,11337.67,yes,yes,no,telephone,dec,24,1095,15,1,success,-1,no
999,self-employed,divorced,primary,78,48844.99,no,no,no,cellular,apr,20,1866,6,6,failure,140,no
1000,entrepreneur,married,tertiary,46,13046.45,yes,yes,no,cellular,apr,27,1772,4,8,success,360,no
1001,student,married,secondary,80,45814.25,no,yes,no,telephone,apr,22,1676,13,4,failure,255,yes
1002,blue-collar,single,tertiary,24,36078.37,no,yes,yes,telephone,nov,16,628,3,3,other,47,no
1003,entrepreneur,single,unknown,56,1184.94,no,no,yes,cellular,nov,5,1783,5,10,unknown,-1,yes
1004,blue-collar,married,unknown,67,35513.39,no,no,yes,unknown,mar,23,567,16,10,other,386,no
1005,unemployed,married,unknown,89,37479.57,no,no,yes,telephone,dec,12,1915,2,3,failure,-1,no
1006,unemployed,married,secondary,47,35337.79,no,yes,no,cellular,mar,16,54,8,8,other,75,no
1007,blue-collar,single,tertiary,78,46560.86,yes,no,yes,cellular,may,22,1397,1,7,failure,349,no
1008,admin.,divorced,primary,54,14199.4,yes,no,no,unknown,sep,8,682,17,4,failure,133,no
1009,student,divorced,primary,87,986.97,no,no,yes,telephone,nov,27,345,11,6,failure,-1,no
1010,blue-collar,married,tertiary,51,965.42,no,no,no,telephone,jan,9,761,10,3,unknown,47,yes
1011,unknown,married,unknown,25,29513.97,no,yes,yes,unknown,apr,21,1586,8,1,unknown,182,no
1012,entrepreneur,divorced,secondary,91,4018.43,yes,no,no,telephone,jun,16,1770,20,6,failure,-1,yes
1013,management,married,tertiary,23,41271.85,no,yes,yes,unknown,mar,19,905,1,8,failure,398,no
1014,retired,married,primary,45,43484.73,yes,no,yes,cellular,dec,8,915,14,4,failure,186,no
1015,unemployed,divorced,secondary,58,32629.4,yes,no,yes,cellular,jan,11,1051,15,0,success,-1,no
1016,unemployed,single,primary,80,4238.27,no,no,yes,cellular,jul,2,506,2,5,success,145,no
1017,unknown,single,primary,69,45826.74,yes,no,no,telephone,sep,14,61,18,9,success,91,no
1018,technician,divorced,tertiary,89,11013.88,yes,no,no,cellular,jan,16,1385,15,1,failure,322,no
1019,unknown,divorced,tertiary,86,42233.66,yes,no,no,cellular,nov,15,460,16,3,failure,-1,no
1020,technician,divorced,unknown,95,29335.65,yes,no,no,unknown,jan,7,1537,13,8,failure,-1,no
1021,technician,divorced,secondary,63,15312.62,no,yes,yes,telephone,may,16,1888,12,5,other,56,no
1022,entrepreneur,divorced,primary,74,20324.88,yes,no,yes,telephone,jan,20,1652,11,4,failure,67,no
1023,blue-collar,divorced,unknown,86,3473.03,no,no,yes,unknown,aug,12,147,19,2,failure,177,no
1024,services,married,tertiary,40,15455.89,no,yes,no,cellular,may,7,246,19,3,unknown,168,no
1025,student,married,tertiary,42,17454.69,yes,no,yes,cellular,jul,13,144,4,6,other,399,no
1026,student,divorced,tertiary,82,4999.03,yes,yes,no,telephone,jun,14,576,5,2,other,-1,no
1027,management,single,secondary,29,24680.71,no,no,no,unknown,mar,21,1946,13,3,failure,184,no
1028,management,divorced,tertiary,89,40454.66,yes,yes,yes,telephone,apr,3,758,14,8,other,129,no
1029,entrepreneur,divorced,secondary,29,18626.43,yes,yes,yes,unknown,jul,13,133,1,6,failure,298,no
1030,retired,married,secondary,83,46922.31,yes,no,yes,cellular,mar,8,1947,18,1,unknown,379,no
1031,unknown,divorced,unknown,70,18406.14,yes,no,no,cellular,sep,7,1782,12,9,other,154,no
1032,student,divorced,secondary,58,4670.79,no,yes,no,cellular,apr,2,1828,4,3,success,68,no
1033,admin.,married,tertiary,59,43733.43,yes,yes,no,unknown,apr,6,338,4,5,unknown,174,no
1034,blue-collar,married,unknown,78,9755.2,yes,no,yes,telephone,feb,10,139,8,7,other,117,no
1035,blue-collar,divorced,secondary,87,28496.56,yes,yes,no,telephone,jul,2,706,11,1,success,252,yes
1036,blue-collar,married,tertiary,90,42449.38,no,yes,yes,unknown,mar,14,1298,18,10,unknown,199,no
1037,student,divorced,secondary,95,46613.51,no,no,yes,cellular,dec,17,166,15,9,other,349,no
1038,student,single,tertiary,90,22449.28,yes,yes,yes,cellular,dec,4,1023,13,8,unknown,-1,no
1039,retired,single,tertiary,54,17029.06,yes,yes,no,unknown,sep,16,1934,19,0,success,-1,yes
1040,entrepreneur,married,unknown,33,41756.92,no,yes,no,telephone,oct,15,989,1,1,other,201,no
1041,self-employed,married,tertiary,65,9954.0,no,no,no,telephone,apr,20,1043,1,1,unknown,-1,no
1042,self-employed,single,tertiary,79,-440.4,yes,yes,yes,cellular,sep,10,292,19,1,failure,297,yes
1043,retired,divorced,tertiary,85,-401.9,no,no,no,unknown,jan,16,438,7,8,unknown,17,no
1044,retired,divorced,primary,86,22695.52,no,no,no,unknown,sep,24,677,3,5,failure,-1,no
1045,unemployed,married,tertiary,39,19979.45,no,yes,yes,unknown,oct,19,1485,6,9,other,147,yes
1046,self-employed,married,unknown,80,21551.55,no,no,yes,cellular,aug,13,698,15,0,failure,3,yes
1047,management,single,unknown,88,40543.26,no,yes,yes,cellular,nov,13,662,1,1,success,-1,no
1048,blue-collar,single,primary,24,17313.69,no,no,yes,cellular,aug,23,1617,1,0,success,197,no
1049,management,divorced,secondary,34,22319.58,yes,no,no,unknown,sep,4,1735,4,1,success,43,no
1050,unemployed,single,secondary,84,42396.16,yes,no,no,cellular,jul,23,800,12,9,failure,112,no
1051,entrepreneur,married,tertiary,84,34375.63,no,yes,no,cellular,jan,13,268,20,3,unknown,-1,no
1052,student,single,unknown,42,19716.56,no,no,yes,cellular,oct,6,254,14,4,failure,-1,no
1053,management,married,secondary,87,4179.64,no,no,no,cellular,feb,3,1905,20,0,other,254,no
1054,unknown,divorced,tertiary,76,17284.49,yes,no,no,telephone,mar,17,1217,12,0,unknown,35,no
1055,unknown,single,primary,52,8083.4,yes,yes,no,unknown,feb,12,1268,14,10,other,303,no
1056,blue-collar,single,secondary,66,46625.81,no,no,no,cellular,mar,6,1010,3,9,other,42,no
1057,entrepreneur,divorced,tertiary,70,8142.04,yes,yes,yes,telephone,sep,18,1897,8,6,unknown,254,no
1058,entrepreneur,married,primary,34,37122.74,yes,no,no,unknown,dec,21,296,8,4,unknown,371,no
1059,retired,married,primary,31,47918.28,yes,no,yes,unknown,jan,19,688,6,1,unknown,313,no
1060,technician,married,tertiary,65,13176.74,no,no,no,telephone,may,1,95,19,3,failure,12,no
1061,housemaid,single,secondary,65,30814.27,no,yes,no,cellular,apr,23,1823,13,6,success,25,no
1062,admin.,single,secondary,76,47811.28,yes,yes,no,telephone,dec,12,1449,15,7,other,331,yes
1063,management,married,unknown,35,25591.36,yes,yes,yes,cellular,jan,20,768,4,7,unknown,-1,no
1064,self-employed,single,secondary,95,47533.1,yes,yes,yes,unknown,mar,21,1749,9,9,unknown,-1,no
1065,unemployed,married,unknown,22,43318.37,no,no,yes,cellular,jul,24,336,13,3,other,286,no
1066,management,single,primary,36,41098.16,no,no,no,unknown,dec,8,545,3,8,unknown,128,no
1067,services,divorced,primary,90,31371.02,no,no,no,cellular,feb,20,1308,10,1,failure,355,no
1068,unemployed,divorced,unknown,53,21065.23,no,yes,yes,telephone,feb,1,177,14,8,unknown,358,no
1069,self-employed,single,tertiary,73,29250.46,yes,no,yes,cellular,mar,26,818,8,5,other,-1,no
1070,housemaid,single,tertiary,65,42753.65,yes,yes,no,cellular,may,3,623,20,1,failure,183,yes
1071,self-employed,single,secondary,68,22840.18,yes,no,yes,telephone,sep,15,1542,8,9,failure,187,no
1072,retired,divorced,unknown,84,29064.17,yes,yes,no,telephone,jul,22,563,11,9,unknown,115,no
1073,retired,single,tertiary,53,4683.43,yes,no,yes,cellular,feb,18,478,8,1,success,362,no
1074,admin.,divorced,secondary,36,44574.2,no,no,yes,unknown,jan,8,1003,11,0,failure,353,yes
1075,unknown,single,tertiary,64,49259.55,yes,no,no,cellular,jan,25,1822,7,10,other,-1,yes
1076,unemployed,divorced,secondary,73,39684.34,yes,no,yes,unknown,apr,3,1437,6,0,unknown,165,no
1077,services,married,unknown,84,14551.1,yes,no,yes,cellular,apr,10,883,1,5,other,-1,no
1078,self-employed,divorced,unknown,30,13766.05,no,yes,yes,unknown,jul,23,1095,14,7,success,12,no
1079,management,divorced,secondary,53,32671.45,no,yes,no,unknown,may,12,476,11,3,success,-1,no
1080,management,divorced,unknown,21,34702.83,no,yes,no,telephone,mar,23,602,14,3,unknown,369,no
1081,technician,divorced,unknown,72,1214.84,yes,no,no,cellular,jan,22,472,11,9,failure,256,no
1082,retired,single,primary,68,9390.04,no,yes,no,cellular,nov,13,230,5,0,failure,211,yes
1083,technician,divorced,tertiary,78,23450.69,yes,no,no,telephone,apr,14,1154,14,6,success,383,no
1084,entrepreneur,divorced,secondary,81,16199.45,yes,no,yes,cellular,aug,24,1739,8,8,failure,391,no
1085,technician,single,tertiary,25,21651.41,no,no,yes,cellular,oct,10,387,12,8,failure,78,no
1086,unemployed,single,secondary,24,16084.21,yes,no,yes,cellular,dec,25,1726,11,0,unknown,-1,no
1087,student,divorced,secondary,24,8577.18,no,yes,no,unknown,jan,8,395,3,10,success,177,yes
1088,technician,married,tertiary,29,11456.24,no,no,no,unknown,sep,14,1406,9,1,failure,329,no
1089,student,married,primary,35,21867.89,no,yes,yes,cellular,dec,20,1539,20,2,success,-1,no
1090,entrepreneur,divorced,primary,37,35351.66,yes,no,no,unknown,nov,13,46,10,7,success,-1,no
1091,services,married,secondary,39,19009.52,no,yes,no,cellular,apr,21,1792,1,8,success,10,no
1092,housemaid,divorced,secondary,54,5629.65,yes,yes,yes,cellular,nov,22,1989,12,5,other,18,no
1093,services,single,unknown,85,21393.48,yes,no,yes,unknown,sep,2,424,4,10,unknown,-1,no
1094,blue-collar,divorced,primary,93,28133.65,no,no,no,telephone,nov,17,738,17,3,unknown,-1,no
1095,unemployed,single,unknown,71,12302.74,yes,no,no,cellular,mar,25,1607,10,8,failure,204,no
1096,unemployed,single,secondary,36,6329.3,no,no,yes,unknown,oct,5,606,10,3,failure,42,no
1097,retired,divorced,unknown,72,3974.02,no,yes,no,unknown,apr,13,617,11,3,unknown,114,no
1098,housemaid,married,secondary,29,716.3,yes,yes,no,unknown,dec,9,1556,17,2,other,285,no
1099,services,divorced,primary,85,23457.75,yes,yes,yes,cellular,mar,19,1846,12,7,unknown,62,no
1100,admin.,divorced,primary,53,26193.68,yes,yes,yes,unknown,jul,25,866,3,0,unknown,226,no
1101,admin.,divorced,unknown,18,40322.07,yes,no,no,telephone,dec,27,1597,19,9,success,95,no
1102,student,married,tertiary,50,12886.09,yes,yes,no,unknown,apr,25,986,18,4,success,-1,no
1103,services,married,tertiary,47,37557.01,no,yes,no,cellular,mar,19,66,7,6,unknown,338,no
1104,unknown,single,tertiary,86,6169.95,yes,no,no,unknown,oct,13,1082,13,8,success,-1,yes
1105,housemaid,divorced,primary,55,29022.07,yes,no,yes,cellular,jul,18,282,19,7,other,-1,no
1106,management,single,unknown,35,23836.78,no,no,no,telephone,jan,13,79,7,4,failure,19,no
1107,management,divorced,unknown,59,4323.92,yes,yes,yes,cellular,may,26,1284,16,4,other,257,no
1108,unknown,divorced,secondary,56,26614.71,yes,yes,no,unknown,sep,6,736,3,3,success,322,no
1109,management,single,secondary,58,24249.7,yes,no,no,cellular,aug,28,1083,15,5,success,201,no
1110,blue-collar,married,unknown,84,5089.03,yes,no,no,unknown,oct,22,1549,13,7,success,88,no
1111,retired,married,tertiary,54,8521.22,yes,yes,no,telephone,aug,3,1825,11,1,failure,-1,no
1112,services,divorced,primary,59,44939.73,yes,yes,yes,unknown,aug,18,1753,4,7,failure,106,no
1113,management,single,secondary,56,25053.41,no,yes,no,cellular,apr,10,153,14,2,failure,-1,no
1114,unknown,single,unknown,55,47782.89,no,yes,yes,telephone,apr,17,1953,9,8,unknown,-1,no
1115,unemployed,divorced,tertiary,78,30995.64,yes,yes,no,telephone,aug,4,1853,14,0,other,-1,no
1116,technician,divorced,secondary,84,45267.5,no,yes,no,telephone,apr,3,864,20,6,unknown,-1,no
1117,blue-collar,single,tertiary,77,32028.74,yes,no,yes,cellular,jul,4,773,18,0,unknown,87,no
1118,housemaid,divorced,unknown,41,6758.27,yes,yes,no,telephone,mar,3,874,10,10,failure,55,yes
1119,retired,divorced,secondary,62,22725.3,yes,yes,yes,unknown,sep,23,1304,4,6,success,358,no
1120,blue-collar,married,secondary,28,17001.26,no,no,yes,cellular,dec,19,1446,1,9,success,-1,no
1121,management,single,unknown,40,18166.02,no,no,yes,unknown,nov,2,1116,18,0,unknown,122,no
1122,student,single,primary,50,3366.0,no,no,yes,cellular,mar,12,1383,14,10,success,191,yes
1123,housemaid,single,unknown,87,36400.28,no,no,no,telephone,aug,10,379,3,7,other,154,no
1124,retired,divorced,unknown,69,3024.32,yes,yes,no,cellular,aug,7,1073,9,0,other,-1,no
