performance_id,customer_id,institution_id,product_type,avg_risk_score,risk_score_volatility,risk_trend,risk_trend_percentage,avg_fraud_probability,anomaly_percentage,risk_assessment_accuracy,approval_percentage,most_common_recommendation,avg_monthly_transaction_volume,total_transaction_volume,transaction_volatility,total_exposure,risk_adjusted_return,customer_value_score,customer_value_category,optimization_opportunity,optimization_priority
652,CUST-C0218,INST-018,Business Loan,0.1432,0.2193,Improving,-6.4597,0.0445,12.0696,60.3066,59.8946,Approve with Conditions,40680.25,267871.59,0.0806,2132191.86,-0.0972,148,Bronze,Upsell,Medium
653,CUST-C0220,INST-012,Business Loan,0.533,0.0572,Stable,-1.2673,0.1069,10.7124,84.7852,72.2379,Approve,31163.55,197793.35,0.661,6919.66,0.0281,78,Silver,None,Medium
654,CUST-C0212,INST-013,Credit Card,0.9353,0.218,Stable,-8.7679,0.1055,12.4668,71.622,56.5161,Approve,20099.93,63992.04,0.0475,7429.31,0.1998,68,Silver,Upsell,Medium
655,CUST-C0016,INST-010,Business Loan,0.9497,0.0414,Stable,1.9289,0.1943,8.3095,70.9189,59.2125,Approve with Conditions,9270.42,150971.94,0.3166,265351.52,0.1081,110,Silver,Cross-sell,Medium
656,CUST-C0158,INST-017,Credit Card,0.5072,0.0755,Stable,7.1655,0.1805,3.5036,80.6686,84.5558,Deny,17920.17,251086.79,0.2217,24692.28,0.094,58,Gold,None,Medium
657,CUST-C0226,INST-012,Credit Card,0.8141,0.1922,Worsening,-8.7363,0.1611,13.8329,65.5667,52.0554,Deny,39900.81,442841.12,0.0956,3184.16,-0.0007,138,Silver,Cross-sell,High
658,CUST-C0193,INST-007,Business Loan,0.209,0.1978,Stable,-6.3344,0.1641,5.753,64.2276,79.0864,Approve with Conditions,24778.6,264418.67,0.4271,1037436.62,0.1071,93,Bronze,Retention,High
659,CUST-C0060,INST-001,Mortgage,0.9028,0.268,Improving,7.1688,0.1108,3.0405,61.3947,89.3213,Deny,5576.17,460843.56,0.1172,1166.85,0.2613,104,Platinum,Retention,Medium
660,CUST-C0174,INST-017,Line of Credit,0.1541,0.2576,Stable,4.9993,0.1343,3.0489,98.6469,51.1871,Approve with Conditions,39245.74,440241.98,0.2307,9165.38,0.2558,31,Bronze,None,Low
661,CUST-C0079,INST-014,Mortgage,0.8085,0.2538,Worsening,2.1815,0.0083,8.4088,75.344,69.2658,Approve with Conditions,36464.71,268136.76,0.4513,1650357.57,0.2034,22,Platinum,None,Low
662,CUST-C0153,INST-011,Mortgage,0.5194,0.0558,Worsening,5.4776,0.1814,0.466,79.7624,71.9611,Deny,44255.39,498801.5,0.7769,417286.67,0.0181,27,Silver,Retention,Medium
663,CUST-C0179,INST-018,Personal Loan,0.7197,0.0312,Worsening,-5.5313,0.1514,13.449,61.7768,83.0355,Approve with Conditions,31292.26,18544.53,0.191,3988759.12,0.0057,89,Gold,Cross-sell,High
664,CUST-C0095,INST-014,Line of Credit,0.2997,0.2478,Improving,9.9242,0.1143,5.5185,91.8949,53.6211,Approve,30815.98,26882.13,0.9558,1872324.32,-0.0569,150,Silver,Upsell,High
665,CUST-C0086,INST-019,Business Loan,0.1625,0.2102,Improving,8.2293,0.1555,10.6934,78.0703,42.645,Deny,32801.73,125542.84,0.9183,4255.74,0.1075,148,Bronze,None,High
666,CUST-C0080,INST-019,Personal Loan,0.4224,0.2263,Worsening,8.4172,0.059,12.2946,77.0823,95.6283,Approve with Conditions,27433.8,296929.63,0.9508,26092.29,0.2148,126,Bronze,Upsell,Low
667,CUST-C0059,INST-020,Personal Loan,0.6092,0.1524,Stable,-0.632,0.09,13.046,79.0755,95.9178,Approve,19494.36,121381.3,0.2574,68075.59,-0.0078,25,Bronze,None,Low
668,CUST-C0038,INST-005,Business Loan,0.0175,0.0621,Worsening,-1.6796,0.1266,4.55,61.101,81.8146,Approve with Conditions,10986.85,88539.31,0.9449,4556884.67,0.1481,47,Platinum,Retention,High
669,CUST-C0183,INST-013,Business Loan,0.6997,0.2712,Stable,3.1108,0.0508,11.0834,97.7239,98.2515,Approve,39639.9,18319.11,0.6275,2232601.14,0.2563,157,Gold,Upsell,Medium
670,CUST-C0204,INST-006,Mortgage,0.0046,0.245,Improving,-7.057,0.0575,13.3786,85.9603,43.5303,Deny,39153.71,390917.37,0.4544,6037.12,0.0383,140,Silver,Cross-sell,Medium
671,CUST-C0174,INST-004,Business Loan,0.2091,0.1351,Stable,-4.528,0.19,8.8046,72.3906,55.8597,Approve with Conditions,35300.05,356383.04,0.8412,3877.1,0.264,133,Bronze,Cross-sell,High
672,CUST-C0131,INST-005,Credit Card,0.2704,0.1603,Worsening,2.9041,0.1357,5.2534,91.4196,70.3198,Approve with Conditions,17426.05,449531.66,0.3093,308735.32,0.0081,157,Silver,Retention,Medium
673,CUST-C0082,INST-011,Line of Credit,0.0625,0.14,Worsening,5.3551,0.0571,6.0297,74.374,77.9225,Deny,31573.2,405641.87,0.5742,1479173.26,0.1776,104,Platinum,Retention,High
674,CUST-C0151,INST-002,Mortgage,0.6678,0.0503,Worsening,-4.1624,0.1142,8.1297,73.4473,81.9059,Deny,17654.9,464082.17,0.5257,5703.8,0.2622,123,Silver,Retention,Medium
675,CUST-C0048,INST-013,Credit Card,0.0634,0.2433,Worsening,9.9692,0.0152,5.0802,73.8388,76.5055,Approve,13879.43,169477.47,0.7539,36260.82,0.2126,129,Bronze,Retention,Medium
676,CUST-C0149,INST-008,Credit Card,0.9262,0.2168,Improving,-9.5654,0.023,0.7892,84.1565,70.0208,Approve with Conditions,25802.85,449017.64,0.0752,3629446.77,-0.0402,93,Bronze,Upsell,High
677,CUST-C0236,INST-013,Business Loan,0.1058,0.0341,Improving,9.7269,0.0091,14.3374,76.9721,86.6061,Approve,39855.33,475857.02,0.1756,735092.71,0.25,39,Platinum,Upsell,Low
678,CUST-C0246,INST-010,Business Loan,0.5559,0.0925,Worsening,-1.6359,0.1218,0.4874,71.8885,81.0716,Deny,2399.92,460492.9,0.9266,4036.4,0.249,97,Silver,Retention,Low
679,CUST-C0247,INST-006,Mortgage,0.3102,0.2754,Worsening,5.9359,0.1366,13.0816,95.7996,66.3132,Approve,4855.57,415337.15,0.3014,73836.96,-0.068,34,Gold,Upsell,High
680,CUST-C0124,INST-001,Credit Card,0.4462,0.2699,Stable,-9.2973,0.0601,8.4042,82.0325,63.8923,Approve,18735.81,241828.97,0.7843,35097.96,0.1261,135,Platinum,None,Low
681,CUST-C0037,INST-017,Personal Loan,0.303,0.0473,Worsening,0.1946,0.0047,11.6996,79.2122,71.393,Approve with Conditions,10785.33,322939.37,0.9907,3956742.99,0.2827,76,Bronze,Upsell,Medium
682,CUST-C0205,INST-009,Mortgage,0.4888,0.0778,Stable,4.9918,0.0719,3.1621,85.4931,80.9783,Approve,13968.0,258628.09,0.0564,7097.84,0.2352,44,Bronze,Upsell,Low
683,CUST-C0040,INST-015,Line of Credit,0.2365,0.1606,Improving,-3.3574,0.0774,13.4184,77.3371,45.9817,Approve with Conditions,31796.19,21693.28,0.9157,3455.87,0.1378,49,Bronze,None,Medium
684,CUST-C0103,INST-016,Credit Card,0.218,0.1191,Improving,-9.4228,0.059,7.3808,93.0882,47.4863,Approve,3180.61,337283.12,0.1802,5600.6,0.075,88,Platinum,Upsell,High
685,CUST-C0234,INST-006,Credit Card,0.3713,0.2122,Stable,-4.6634,0.0494,9.1815,94.2728,80.593,Approve,35448.18,252946.16,0.787,139747.0,0.0122,147,Gold,Cross-sell,Low
686,CUST-C0245,INST-014,Credit Card,0.7187,0.2816,Improving,-3.978,0.1708,4.627,70.3981,90.2477,Deny,17800.67,320722.59,0.4898,19263.13,0.1599,140,Platinum,None,Medium
687,CUST-C0156,INST-014,Business Loan,0.7801,0.2856,Stable,3.8247,0.118,14.1438,72.4764,72.3568,Approve,1120.49,321409.81,0.5123,3488522.74,0.2392,58,Silver,Upsell,Low
688,CUST-C0161,INST-018,Business Loan,0.9188,0.1497,Stable,7.5134,0.1083,6.3313,60.0947,79.4426,Deny,27003.18,303344.77,0.7055,44781.81,-0.0288,128,Bronze,Cross-sell,Low
689,CUST-C0213,INST-006,Line of Credit,0.8875,0.0508,Stable,-9.2173,0.1462,6.1493,85.4528,58.7224,Approve with Conditions,47635.73,424747.42,0.6646,7416.5,0.0985,68,Bronze,Retention,High
690,CUST-C0036,INST-010,Personal Loan,0.4482,0.0607,Stable,-5.1714,0.1344,4.9366,70.7432,58.0888,Approve with Conditions,32562.51,238751.14,0.1639,84222.54,0.1714,106,Platinum,Cross-sell,Low
691,CUST-C0027,INST-012,Mortgage,0.8628,0.0717,Worsening,-7.313,0.0799,6.6706,63.4454,90.7735,Deny,21125.97,177292.47,0.1598,113693.28,0.1555,130,Silver,Retention,High
692,CUST-C0140,INST-013,Line of Credit,0.8094,0.0262,Improving,9.8455,0.1034,4.8272,74.3686,60.8728,Approve with Conditions,19816.63,320768.31,0.5468,3760501.81,0.1854,115,Platinum,Retention,Low
693,CUST-C0116,INST-004,Line of Credit,0.5196,0.0475,Stable,8.2863,0.1961,13.2276,64.7391,86.1839,Approve,14265.15,463908.24,0.3962,630749.28,0.1743,30,Silver,None,Low
694,CUST-C0066,INST-013,Mortgage,0.8866,0.1633,Worsening,0.7976,0.0098,11.6885,86.0804,65.2551,Deny,4456.01,283704.35,0.4747,1525.62,0.1074,149,Platinum,Upsell,Medium
695,CUST-C0220,INST-014,Credit Card,0.0406,0.2117,Worsening,-7.4705,0.0394,7.1635,90.4368,45.8528,Deny,37878.86,287601.0,0.6821,7327.84,0.2759,141,Gold,None,Low
696,CUST-C0068,INST-012,Mortgage,0.3064,0.231,Stable,8.1015,0.199,3.0647,71.9528,71.1988,Deny,37876.87,145105.83,0.8337,47528.7,0.1549,79,Bronze,None,Medium
697,CUST-C0076,INST-001,Mortgage,0.8261,0.2961,Improving,5.6631,0.1504,10.5729,61.4214,51.6375,Approve,7058.37,332957.34,0.7701,5323.57,0.1522,39,Gold,Cross-sell,Low
698,CUST-C0096,INST-005,Business Loan,0.1772,0.2175,Worsening,5.5978,0.0058,10.4065,71.3154,97.024,Deny,34066.18,133139.34,0.6958,5441.51,0.1976,114,Silver,Upsell,Medium
699,CUST-C0119,INST-012,Line of Credit,0.5531,0.2806,Improving,9.0456,0.1135,5.4835,97.7408,76.4086,Approve,45284.94,343488.5,0.7982,9236.17,0.1569,93,Silver,Retention,Medium
700,CUST-C0145,INST-018,Business Loan,0.5925,0.0703,Improving,6.8001,0.0066,12.6919,92.343,88.8516,Deny,16553.12,286006.32,0.5921,1091.56,0.2104,26,Gold,Retention,Medium
